dataset,generator,variant,vehicles,distance,feasible,violations,base_runtime
RC204,regret_insertion,fast_repair,4,2559.851821,True,0,0.584070
RC204,regret_insertion,fast_repair_merge,4,2559.851821,True,0,0.584070
RC204,regret_insertion,fast_repair_merge_elim,4,2559.851821,True,0,0.584070
RC204,regret_insertion,full_ftv,4,2213.482065,True,0,0.584070
RC205,greedy_insertion,fast_only,5,2159.620220,True,0,0.345653
RC205,greedy_insertion,fast_repair,5,2159.620220,True,0,0.345653
RC205,greedy_insertion,fast_repair_merge,5,2159.620220,True,0,0.345653
RC205,greedy_insertion,fast_repair_merge_elim,5,2159.620220,True,0,0.345653
RC205,greedy_insertion,full_ftv,5,1600.312514,True,0,0.345653
RC205,nearest_neighbor,fast_only,15,2567.284479,True,0,0.008295
RC205,nearest_neighbor,fast_repair,15,2567.284479,True,0,0.008295
RC205,nearest_neighbor,fast_repair_merge,8,2253.390811,True,0,0.008295
RC205,nearest_neighbor,fast_repair_merge_elim,5,1756.469308,True,0,0.008295
RC205,nearest_neighbor,full_ftv,5,1562.642528,True,0,0.008295
RC205,regret_insertion,fast_only,6,3609.030301,True,0,0.342780
RC205,regret_insertion,fast_repair,6,3609.030301,True,0,0.342780
RC205,regret_insertion,fast_repair_merge,6,3609.030301,True,0,0.342780
RC205,regret_insertion,fast_repair_merge_elim,6,3609.030301,True,0,0.342780
RC205,regret_insertion,full_ftv,6,2258.063098,True,0,0.342780
RC206,greedy_insertion,fast_only,4,1923.084254,True,0,0.370683
RC206,greedy_insertion,fast_repair,4,1923.084254,True,0,0.370683
RC206,greedy_insertion,fast_repair_merge,4,1923.084254,True,0,0.370683
RC206,greedy_insertion,fast_repair_merge_elim,4,1923.084254,True,0,0.370683
RC206,greedy_insertion,full_ftv,4,1502.185871,True,0,0.370683
RC206,nearest_neighbor,fast_only,9,1820.945295,True,0,0.007988
RC206,nearest_neighbor,fast_repair,9,1820.945295,True,0,0.007988
RC206,nearest_neighbor,fast_repair_merge,5,1961.298309,True,0,0.007988
RC206,nearest_neighbor,fast_repair_merge_elim,4,1809.239777,True,0,0.007988
RC206,nearest_neighbor,full_ftv,4,1670.538251,True,0,0.007988
RC206,regret_insertion,fast_only,6,3495.259450,True,0,0.378087
RC206,regret_insertion,fast_repair,6,3495.259450,True,0,0.378087
RC206,regret_insertion,fast_repair_merge,5,3387.562379,True,0,0.378087
RC206,regret_insertion,fast_repair_merge_elim,5,3387.562379,True,0,0.378087
RC206,regret_insertion,full_ftv,5,2692.265827,True,0,0.378087
RC207,greedy_insertion,fast_only,4,1876.854240,True,0,0.442882
RC207,greedy_insertion,fast_repair,4,1876.854240,True,0,0.442882
RC207,greedy_insertion,fast_repair_merge,4,1876.854240,True,0,0.442882
RC207,greedy_insertion,fast_repair_merge_elim,4,1876.854240,True,0,0.442882
RC207,greedy_insertion,full_ftv,4,1456.524273,True,0,0.442882
RC207,nearest_neighbor,fast_only,10,1981.100788,True,0,0.007863
RC207,nearest_neighbor,fast_repair,10,1981.100788,True,0,0.007863
RC207,nearest_neighbor,fast_repair_merge,6,1995.863108,True,0,0.007863
RC207,nearest_neighbor,fast_repair_merge_elim,4,1723.738932,True,0,0.007863
RC207,nearest_neighbor,full_ftv,4,1573.719939,True,0,0.007863
RC207,regret_insertion,fast_only,5,3006.271309,True,0,0.458137
RC207,regret_insertion,fast_repair,5,3006.271309,True,0,0.458137
RC207,regret_insertion,fast_repair_merge,5,3006.271309,True,0,0.458137
RC207,regret_insertion,fast_repair_merge_elim,5,3006.271309,True,0,0.458137
RC207,regret_insertion,full_ftv,5,2125.667346,True,0,0.458137
RC208,greedy_insertion,fast_only,3,1390.439219,True,0,0.688656
RC208,greedy_insertion,fast_repair,3,1390.439219,True,0,0.688656
RC208,greedy_insertion,fast_repair_merge,3,1390.439219,True,0,0.688656
RC208,greedy_insertion,fast_repair_merge_elim,3,1390.439219,True,0,0.688656
RC208,greedy_insertion,full_ftv,3,1215.093054,True,0,0.688656
RC208,nearest_neighbor,fast_only,5,1395.020586,True,0,0.008244
RC208,nearest_neighbor,fast_repair,5,1395.020586,True,0,0.008244
RC208,nearest_neighbor,fast_repair_merge,4,1388.417567,True,0,0.008244
RC208,nearest_neighbor,fast_repair_merge_elim,3,1372.707712,True,0,0.008244
RC208,nearest_neighbor,full_ftv,3,1248.767690,True,0,0.008244
RC208,regret_insertion,fast_only,5,2798.045688,True,0,0.507819
RC208,regret_insertion,fast_repair,5,2798.045688,True,0,0.507819
RC208,regret_insertion,fast_repair_merge,5,2798.045688,True,0,0.507819
RC208,regret_insertion,fast_repair_merge_elim,5,2798.045688,True,0,0.507819
RC208,regret_insertion,full_ftv,5,1512.928444,True,0,0.507819
